"LEAGUE","NAME","DY+/-","PLAYER ID","POS","SEASON","GP","EV P1/GP","PP P1/GP","P1/GP","EV G","EV A1","EV A2","EV P1","PP G","PP A1","PP A2","PP P1","SH G","SH A1","SH A2","EV SHOTS","EV SH%","PP SHOTS","PP SH%","SHOTS","S%","TG","TP1","TP","TP/GP","Goals/P1","EV GF","EV GA","EV GF%","EV GF%Rel","OFF EV GF","OFF EV GA","eTOI/GP","P1/e60","DOB","AGE SEPT 15","AGE DEC 31","#","TEAM","HT","SHOOTS","DRAFT YEAR","NHL DRAFT","DRAFT TEAM","NHL TEAM","HEATMAP"
"OHL","Dustin Ekelman","DY+3","21174/dustin-ekelman","F","2010","60","0.2167","0.0000","0.2333","8","5","4","13","0","0","0","0","1","0","0","0","0.00","0","0.00","0","0.00","9","14","18","0.3000","61.54","31","28","52.54","- 6.83","95","65","14.88","0.9409","1989-03-29","21.46","21.76","21","MISS","-","L","2007","-","-","-",""
"NCAA","Kurtis Bartliff","DY+2","22774/kurtis-bartliff","F","2010","30","0.2000","0.0333","0.2333","3","3","2","6","0","1","0","1","0","0","0","0","0.00","0","0.00","0","0.00","3","7","9","0.3000","42.86","15","10","60.00","14.63","49","59","11.59","1.2081","1990-02-21","20.57","20.86","16","CLG","6'00","L","2008","-","-","-",""
"QMJHL","Jean Philippe Mathieu","DY+1","25024/jean-philippe-mathieu","D","2010","60","0.1667","0.0667","0.2333","3","7","3","10","1","3","4","4","0","0","0","0","0.00","0","0.00","73","5.48","4","14","21","0.3500","28.57","55","51","51.89","1.58","81","80","22.01","0.6362","1991-03-31","19.46","19.75","2","PEI","-","R","2009","-","-","-",""
"NCAA","Oliver Lauridsen","DY+3","21148/oliver-lauridsen","D","2010","43","0.1860","0.0233","0.2326","6","2","1","8","0","1","0","1","0","1","1","0","0.00","0","0.00","0","0.00","6","10","12","0.2791","66.67","31","28","52.54","2.08","55","54","18.85","0.7402","1989-03-24","21.48","21.77","25","STC","6'06","L","2007","PHI (2009) - #196","PHI","-",""
"SHL","Petr Caslava","DY+13","5818/petr-caslava","D","2010","43","0.0930","0.1395","0.2326","1","3","1","4","2","4","0","6","0","0","0","43","2.33","31","6.45","74","4.05","3","10","11","0.2558","30.00","28","26","51.85","- 0.11","53","49","23.67","0.5896","1979-09-03","31.03","31.33","9","TIK","6'04","L","1997","-","-","-",""
"AHL","John Zeiler","DY+9","10479/john-zeiler","F","2010","65","0.2154","0.0154","0.2308","10","4","4","14","1","0","0","1","0","0","1","0","0.00","0","0.00","100","11.00","11","15","20","0.3077","73.33","28","22","56.00","8.51","85","94","13.33","1.0388","1982-11-21","27.82","28.11","40","MCH","6'00","R","2001","ARI (2002) - #132","ARI","-",""
"AHL","Brian Connelly","DY+6","16519/brian-connelly","D","2010","78","0.1154","0.1154","0.2308","2","7","12","9","2","7","4","9","0","0","1","0","0.00","0","0.00","127","3.15","4","18","35","0.4487","22.22","60","53","53.10","3.10","101","101","20.66","0.6703","1986-06-10","24.26","24.56","10","RFD","5'11","L","2004","-","-","-",""
"NCAA","T.J. Miller","DY+6","16932/t.j.-miller","D","2010","39","0.2051","0.0000","0.2308","4","4","4","8","0","0","2","0","0","1","0","0","0.00","0","0.00","0","0.00","4","9","15","0.3846","50.00","34","20","62.96","7.79","48","39","21.04","0.6581","1986-09-15","24.00","24.29","44","NMU","6'04","L","2004","NJD (2006) - #107","NJD","-",""
"NCAA","Kyle O'Kane","DY+5","18187/kyle-o-kane","F","2010","26","0.2308","0.0000","0.2308","4","2","1","6","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","4","6","7","0.2692","66.67","10","7","58.82","17.29","27","38","12.47","1.1099","1987-06-15","23.25","23.54","24","WMU","5'08","R","2005","-","-","-",""
"NCAA","Kevan Miller","DY+4","18757/kevan-miller","D","2010","39","0.1538","0.0513","0.2308","0","6","2","6","0","2","0","2","1","0","0","0","0.00","0","0.00","0","0.00","1","9","11","0.2821","0.00","33","24","57.89","6.93","53","51","19.61","0.7062","1987-11-15","22.83","23.13","15","VER","6'02","R","2006","-","-","-",""
"AHL","Keegan Dansereau","DY+4","18869/keegan-dansereau","F","2010","26","0.1538","0.0769","0.2308","3","1","1","4","1","1","0","2","0","0","0","0","0.00","0","0.00","31","12.90","4","6","7","0.2692","66.67","6","14","30.00","- 20.00","44","44","11.68","1.1860","1988-01-01","22.71","23.00","25","BNG","5'11","R","2006","-","-","-",""
"NCAA","Bennett Royer","DY+4","19041/bennett-royer","F","2010","26","0.1923","0.0385","0.2308","3","2","3","5","1","0","1","1","0","0","0","0","0.00","0","0.00","0","0.00","4","6","10","0.3846","66.67","14","18","43.75","4.46","22","34","16.67","0.8305","1988-01-31","22.63","22.92","19","MTU","6'00","L","2006","-","-","-",""
"NCAA","Matt Campanale","DY+4","19117/matt-campanale","D","2010","39","0.1282","0.1026","0.2308","2","3","0","5","1","3","3","4","0","0","0","0","0.00","0","0.00","0","0.00","3","9","12","0.3077","33.33","36","30","54.55","5.71","63","66","19.93","0.6946","1988-02-14","22.59","22.88","24","UNH","5'11","L","2006","-","-","-",""
"NCAA","Ron Meyers","DY+4","19715/ron-meyers","F","2010","39","0.2308","0.0000","0.2308","7","2","2","9","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","7","9","11","0.2821","77.78","13","16","44.83","- 6.13","53","51","14.16","0.9780","1988-05-17","22.33","22.62","12","AKF","5'09","R","2006","-","-","-",""
"NCAA","Cade Fairchild","DY+3","20694/cade-fairchild","D","2010","39","0.1795","0.0513","0.2308","3","4","3","7","1","1","8","2","0","0","1","0","0.00","0","0.00","0","0.00","4","9","21","0.5385","44.44","30","37","44.78","- 8.47","41","36","25.40","0.5451","1989-01-15","21.67","21.96","28","MIN","5'11","L","2007","STL (2007) - #96","STL","-",""
"AHL","T.J. Brennan","DY+3","21210/t.j.-brennan","D","2010","65","0.1077","0.1231","0.2308","4","3","4","7","2","6","4","8","0","0","0","0","0.00","0","0.00","107","5.61","6","15","23","0.3538","40.00","37","35","51.39","0.34","97","93","17.88","0.7743","1989-04-03","21.45","21.74","3","POR","6'01","L","2007","BUF (2007) - #31","BUF","-",""
"NCAA","Brent Vandenberg","DY+3","21465/brent-vandenberg","F","2010","26","0.1538","0.0769","0.2308","4","0","3","4","1","1","0","2","0","0","0","0","0.00","0","0.00","0","0.00","5","6","9","0.3462","83.33","16","16","50.00","7.47","37","50","13.42","1.0319","1989-05-15","21.33","21.63","15","NIA","5'11","R","2007","-","-","-",""
"OHL","Harry Young","DY+2","22247/harry-young","D","2010","65","0.2000","0.0308","0.2308","7","6","4","13","2","0","1","2","0","0","0","0","0.00","0","0.00","0","0.00","9","15","20","0.3077","60.00","66","46","58.93","- 5.30","149","83","17.90","0.7736","1989-11-12","20.84","21.14","55","WSR","-","L","2008","NJD (2008) - #202","NJD","-",""
"QMJHL","Mathieu Brodeur","DY+2","23626/mathieu-brodeur","D","2010","65","0.1692","0.0462","0.2308","3","8","8","11","1","2","6","3","0","1","0","0","0.00","0","0.00","130","3.08","4","15","29","0.4462","28.57","67","48","58.26","0.73","84","62","23.63","0.5859","1990-06-21","20.23","20.53","2","CAP","-","L","2008","ARI (2008) - #76","ARI","-",""
"QMJHL","Matthew Hobbs","DY+1","24876/matthew-hobbs","D","2010","65","0.1077","0.1231","0.2308","2","5","6","7","3","5","7","8","0","0","0","0","0.00","0","0.00","85","5.88","5","15","28","0.4308","33.33","51","50","50.50","0.76","94","95","27.56","0.5025","1991-03-11","19.51","19.81","8","PEI","-","R","2009","-","-","-",""
"WHL","Matthew Konan","DY+1","25876/matthew-konan","D","2010","65","0.2000","0.0308","0.2308","5","8","5","13","0","2","0","2","0","0","0","0","0.00","0","0.00","0","0.00","5","15","20","0.3077","33.33","59","42","58.42","2.13","112","87","16.82","0.8233","1991-09-03","19.03","19.33","6","MH","-","L","2009","-","-","-",""
"WHL","Tyler Alos","DY-1","28581/tyler-alos","F","2010","65","0.1538","0.0769","0.2308","5","5","2","10","3","2","0","5","0","0","0","0","0.00","0","0.00","0","0.00","8","15","17","0.2615","53.33","20","33","37.74","- 1.10","80","126","11.64","1.1898","1993-01-27","17.63","17.93","13","SEA","-","R","2011","-","-","-",""
"SHL","Riku Hahl","DY+11","7317/riku-hahl","F","2010","26","0.1154","0.1154","0.2308","1","2","5","3","2","1","2","3","0","0","0","26","3.85","11","18.18","37","8.11","3","6","13","0.5000","50.00","9","12","42.86","- 14.48","43","32","16.52","0.8383","1980-11-01","29.87","30.17","33","FRO","6'00","L","1999","COL (1999) - #183","COL","-",""
"AHL","Dwight Helminen","DY+9","11600/dwight-helminen","F","2010","74","0.2027","0.0270","0.2297","10","5","5","15","2","0","0","2","0","0","0","0","0.00","0","0.00","116","10.34","12","17","22","0.2973","70.59","33","52","38.82","- 21.34","151","100","13.92","0.9905","1983-06-22","27.23","27.53","10","WOR","5'10","L","2001","EDM (2002) - #244","EDM","-",""
"AHL","Triston Grant","DY+8","12477/triston-grant","F","2010","74","0.2162","0.0000","0.2297","12","4","8","16","0","0","0","0","0","1","0","0","0.00","0","0.00","113","10.62","12","17","25","0.3378","75.00","34","24","58.62","4.38","128","108","13.48","1.0225","1984-02-02","26.62","26.91","21","MIL","6'01","L","2002","PHI (2004) - #286","PHI","-",""
"AHL","Ryan O'Marra","DY+5","18156/ryan-o-marra","F","2010","74","0.1892","0.0135","0.2297","9","5","1","14","1","0","0","1","2","0","0","0","0.00","0","0.00","108","11.11","12","17","18","0.2432","66.67","24","46","34.29","- 8.63","100","133","14.46","0.9535","1987-06-09","23.27","23.56","22","SPR","6'02","R","2005","NYI (2005) - #15","NYI","-",""
"SHL","Severin Blindenbacher","DY+9","11077/severin-blindenbacher","D","2010","48","0.1042","0.1250","0.2292","4","1","3","5","4","2","4","6","0","0","1","67","5.97","22","18.18","91","8.79","8","11","19","0.3958","72.73","28","22","56.00","7.96","49","53","21.92","0.6274","1983-03-15","27.50","27.79","55","FBK","5'11","R","2001","ARI (2001) - #273","ARI","-",""
"NCAA","Phil Fox","DY+7","15145/phil-fox","F","2010","35","0.1714","0.0571","0.2286","4","2","2","6","1","1","1","2","0","0","0","0","0.00","0","0.00","0","0.00","5","8","11","0.3143","62.50","14","11","56.00","- 1.89","55","40","12.96","1.0586","1985-08-17","25.08","25.37","11","NMU","5'11","R","2003","-","-","-",""
"NCAA","Alex Gerke","DY+3","20380/alex-gerke","D","2010","35","0.0857","0.1429","0.2286","2","1","0","3","2","3","2","5","0","0","0","0","0.00","0","0.00","0","0.00","4","8","10","0.2857","50.00","12","26","31.58","4.08","22","58","20.82","0.6588","1988-10-16","21.91","22.21","2","CON","5'10","L","2007","-","-","-",""
"NCAA","Nick Larson (89-11)","DY+2","22250/nick-larson","F","2010","35","0.2000","0.0286","0.2286","5","2","0","7","1","0","0","1","0","0","0","0","0.00","0","0.00","0","0.00","6","8","8","0.2286","75.00","7","17","29.17","- 14.02","38","50","13.37","1.0260","1989-11-14","20.84","21.13","26","NDM","6'02","R","2008","CGY (2008) - #108","CGY","-",""
"WHL","Brennan Yadlowski","DY+1","25497/brennan-yadlowski","D","2010","70","0.0571","0.1714","0.2286","2","2","9","4","1","11","9","12","0","0","0","0","0.00","0","0.00","0","0.00","3","16","34","0.4857","18.75","46","59","43.81","5.44","66","106","17.53","0.7825","1991-06-17","19.24","19.54","9","LET","-","R","2009","-","-","-",""
"QMJHL","Julien Corriveau","DY+1","25723/julien-corriveau","F","2010","35","0.2000","0.0286","0.2286","4","3","1","7","0","1","1","1","0","0","0","0","0.00","0","0.00","41","9.76","4","8","10","0.2857","50.00","10","14","41.67","- 10.06","75","70","11.28","1.2160","1991-07-30","19.13","19.42","11","QUE/VDO","-","L","2009","-","-","-",""
"AHL","Kyle Rank","DY+9","10580/kyle-rank","F","2010","79","0.1899","0.0253","0.2278","7","8","2","15","1","1","0","2","1","0","0","0","0.00","0","0.00","128","7.03","9","18","20","0.2532","47.06","27","29","48.21","- 4.65","129","115","12.98","1.0529","1982-12-28","27.71","28.01","22","POR","6'01","R","2001","-","-","-",""
"AHL","John Vigilante","DY+7","14772/john-vigilante","F","2010","79","0.2278","0.0000","0.2278","11","7","7","18","0","0","0","0","0","0","0","0","0.00","0","0.00","108","10.19","11","18","25","0.3165","61.11","37","35","51.39","4.33","136","153","12.70","1.0765","1985-05-24","25.31","25.60","10","GR","6'00","L","2003","-","-","-",""
"AHL","Arturs Kulda","DY+4","20031/arturs-kulda","D","2010","66","0.1970","0.0152","0.2273","6","7","9","13","0","1","0","1","0","1","1","0","0.00","0","0.00","107","5.61","6","15","25","0.3788","42.86","77","37","67.54","18.40","86","89","20.91","0.6521","1988-07-25","22.14","22.43","32","CHI","6'02","L","2006","WPG (2006) - #200","WPG","-",""
"NCAA","Jeff Smith","DY+3","20393/jeff-smith","F","2010","22","0.2273","0.0000","0.2273","2","3","2","5","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","2","5","7","0.3182","40.00","11","3","78.57","9.94","35","16","10.93","1.2474","1988-10-20","21.90","22.20","21","RIT","6'00","L","2007","-","-","-",""
"NCAA","Ben Winnett","DY+3","21211/ben-winnett","F","2010","44","0.1364","0.0909","0.2273","3","3","1","6","3","1","3","4","0","0","0","0","0.00","0","0.00","0","0.00","6","10","14","0.3182","60.00","9","17","34.62","- 30.27","85","46","13.38","1.0188","1989-04-03","21.45","21.74","16","MIC","5'11","R","2007","TOR (2007) - #104","TOR","-",""
"NCAA","Eric Artman","DY+3","21330/eric-artman","D","2010","22","0.1818","0.0455","0.2273","3","1","2","4","1","0","0","1","0","0","0","0","0.00","0","0.00","0","0.00","4","5","7","0.3182","80.00","12","9","57.14","16.16","25","36","15.99","0.8529","1989-04-20","21.40","21.70","4","AFA","5'10","R","2007","-","-","-",""
"WHL","Turner Elson","DY","27942/turner-elson","F","2010","66","0.1212","0.0455","0.2273","2","6","2","8","3","0","0","3","4","0","0","0","0.00","0","0.00","0","0.00","9","15","17","0.2576","45.45","14","18","43.75","- 4.10","100","109","10.37","1.3155","1992-09-13","18.01","18.30","10","RD","-","L","2010","-","-","DET",""
"WHL","Luke Lockhart","DY-1","28156/luke-lockhart","F","2010","66","0.1515","0.0758","0.2273","6","4","0","10","2","3","1","5","0","0","0","0","0.00","0","0.00","0","0.00","8","15","16","0.2424","53.33","21","43","32.81","- 7.59","80","118","12.58","1.0840","1992-11-01","17.87","18.17","20","SEA","-","R","2011","-","-","-",""
"QMJHL","Alexandre Roy (93)","DY-1","29809/alexandre-roy","F","2010","53","0.1887","0.0377","0.2264","4","6","2","10","2","0","0","2","0","0","0","0","0.00","0","0.00","48","12.50","6","12","14","0.2642","50.00","23","29","44.23","8.21","58","103","13.58","1.0004","1993-08-04","17.11","17.41","9","CHI","-","L","2011","-","-","-",""
"SHL","Joakim Eriksson","DY+16","3064/joakim-eriksson","F","2010","53","0.1698","0.0377","0.2264","4","5","6","9","1","1","1","2","1","0","0","54","7.41","10","10.00","73","8.22","6","12","19","0.3585","45.45","17","24","41.46","- 16.93","80","57","16.33","0.8317","1976-06-22","34.23","34.53","13","LHC","6'00","L","1994","-","-","-",""
"NCAA","Dave Nicoletti","DY+6","16101/dave-nicoletti","D","2010","31","0.0323","0.1935","0.2258","0","1","2","1","3","3","2","6","0","0","0","0","0.00","0","0.00","0","0.00","3","7","11","0.3548","42.86","14","9","60.87","23.52","31","52","19.25","0.7038","1986-03-22","24.48","24.78","28","ALH","6'03","L","2004","-","-","-",""
"AHL","Adam Hobson","DY+5","17312/adam-hobson","F","2010","31","0.1935","0.0323","0.2258","2","4","0","6","0","1","0","1","0","0","0","0","0.00","0","0.00","33","6.06","2","7","7","0.2258","28.57","9","11","45.00","- 3.18","53","57","11.21","1.2085","1987-01-09","23.68","23.98","23","RFD","6'01","L","2005","CHI (2005) - #203","CHI","-",""
"NCAA","Elliot Sheen","DY+4","20133/elliot-sheen","F","2010","31","0.2258","0.0000","0.2258","5","2","2","7","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","5","7","9","0.2903","71.43","15","21","41.67","- 12.45","46","39","14.95","0.9061","1988-08-17","22.08","22.37","11","MER","5'09","R","2006","-","-","-",""
"NCAA","Erik Vos","DY+3","20501/erik-vos","F","2010","31","0.1290","0.0968","0.2258","1","3","0","4","3","0","0","3","0","0","0","0","0.00","0","0.00","0","0.00","4","7","7","0.2258","57.14","13","17","43.33","- 4.77","38","41","13.96","0.9704","1988-11-25","21.81","22.10","33","HCR","6'00","R","2007","-","-","-",""
"NCAA","Derrick Pallis","DY+2","22102/derrick-pallis","D","2010","31","0.1290","0.0645","0.2258","2","2","3","4","1","1","2","2","1","0","0","0","0.00","0","0.00","0","0.00","4","7","12","0.3871","50.00","23","22","51.11","2.96","39","42","20.73","0.6536","1989-09-28","20.96","21.26","5","PRN","6'01","L","2008","-","-","-",""
"QMJHL","Benjamin Lecomte","DY+2","23499/benjamin-lecomte","D","2010","31","0.1935","0.0000","0.2258","2","4","5","6","0","0","0","0","0","1","0","0","0.00","0","0.00","48","4.17","2","7","12","0.3871","33.33","22","12","64.71","0.99","72","41","15.58","0.8697","1990-05-31","20.29","20.58","44","GAT/SNB","-","L","2008","-","-","-",""
"OHL","David Corrente","DY+1","25231/david-corrente","D","2010","62","0.1452","0.0806","0.2258","3","6","2","9","4","1","3","5","0","0","0","0","0.00","0","0.00","0","0.00","7","14","19","0.3065","50.00","46","28","62.16","6.08","83","65","18.55","0.7305","1991-05-03","19.37","19.66","15","MISS","-","L","2009","-","-","-",""
"NCAA","John Esposito","DY","26082/john-esposito","F","2010","31","0.1935","0.0323","0.2258","3","3","2","6","1","0","0","1","0","0","0","0","0.00","0","0.00","0","0.00","4","7","9","0.2903","57.14","12","10","54.55","- 9.74","54","30","12.47","1.0863","1991-10-28","18.88","19.18","26","COR","5'10","L","2010","-","-","-",""
"QMJHL","Vincent Arseneau","DY","26952/vincent-arseneau","F","2010","62","0.1774","0.0484","0.2258","8","3","6","11","3","0","0","3","0","0","0","0","0.00","0","0.00","109","10.09","11","14","20","0.3226","78.57","21","45","31.82","- 11.34","104","137","12.94","1.0470","1992-03-26","18.47","18.76","26","BAT","-","L","2010","-","-","-",""
"WHL","Taylor Aronson","DY","26295/taylor-aronson","D","2010","71","0.1127","0.1127","0.2254","3","5","6","8","2","6","7","8","0","0","1","0","0.00","0","0.00","0","0.00","5","16","30","0.4225","31.25","64","49","56.64","2.52","125","106","16.92","0.7993","1991-12-30","18.71","19.00","37","POR","-","R","2010","NSH (2010) - #78","NSH","-",""
"AHL","Richard Petiot","DY+10","10203/richard-petiot","D","2010","80","0.1625","0.0625","0.2250","5","8","14","13","3","2","3","5","0","0","2","0","0.00","0","0.00","129","6.20","8","18","37","0.4625","44.44","70","53","56.91","9.91","94","106","20.86","0.6472","1982-08-20","28.07","28.36","2","RFD","6'04","L","2000","LAK (2001) - #116","LAK","-",""
"AHL","Logan Pyett","DY+4","19770/logan-pyett","D","2010","80","0.1625","0.0375","0.2250","5","8","8","13","2","1","3","3","2","0","1","0","0.00","0","0.00","125","7.20","9","18","30","0.3750","43.75","65","65","50.00","2.77","111","124","20.14","0.6703","1988-05-26","22.30","22.60","3","GR","5'10","R","2006","DET (2006) - #212","DET","-",""
"QMJHL","Olivier Croteau","DY","26542/olivier-croteau","F","2010","49","0.2041","0.0000","0.2245","6","4","6","10","0","0","0","0","1","0","0","0","0.00","0","0.00","66","10.61","7","11","17","0.3469","60.00","23","27","46.00","- 1.13","74","83","13.33","1.0106","1992-02-02","18.62","18.91","26","GAT","-","L","2010","-","-","-",""
"SHL","Mads Hansen","DY+13","4804/mads-hansen","F","2010","49","0.1837","0.0204","0.2245","4","5","6","9","0","1","2","1","0","1","0","49","8.16","15","0.00","67","5.97","4","11","19","0.3878","40.00","18","19","48.65","- 5.66","63","53","17.52","0.7689","1978-09-16","32.00","32.29","24","BIF","6'01","L","1997","-","-","-",""
"AHL","Keaton Ellerby","DY+3","20441/keaton-ellerby","D","2010","58","0.1207","0.1034","0.2241","3","4","3","7","3","3","3","6","0","0","0","0","0.00","0","0.00","60","10.00","6","13","19","0.3276","46.15","38","41","48.10","- 3.85","80","74","19.73","0.6816","1988-11-05","21.86","22.16","8","RCH","6'05","L","2007","FLA (2007) - #10","FLA","-",""
